voterid,name,category,country,gender,film1,film2,film3,film4,film5,film6,film7,film8,film9,film10,comment
b'310',b'Michael Brooke',b'critic',b'UK',b'Male',b'4ce2b6a5074d0',b'4ce2b7e4bb5ac',b'4ce2b6edeeb13',b'4ce2b6f24787d',b'4ce2b8485aac9',b'4ce2b73453fda',b'4ce2b740d3924',b'4ce2b6a754af6',b'4ce2b76406bf3',b'4ce2b6bf3bbfd',"b'Because I firmly believe that other titles should have a crack at the canon, I\xe2\x80\x99ve deliberately disqualified anything that\xe2\x80\x99s already appeared on a Sight & Sound top ten (for the record, The General was the biggest wrench). Also, since these lists are inescapably personal, I\xe2\x80\x99ve listed my titles in order of discovery, with the first five preceding my 18th birthday and doing the most to shape my sense of what this amazing medium is capable of (I could easily have picked half a dozen other Bu\xc3\xb1uels or Bressons, but these hit me first and hardest).\nOf the rest, the Pontecorvo is the greatest and still the most uncannily relevant political film of the last half-century (my generation\xe2\x80\x99s Potemkin), the Vlacil the most convincing excursion into an utterly alien past (something cinema can do uniquely well in the right hands), the Wong the most erotically tantalising (ditto), the Gance the most undeservedly neglected of cinema\xe2\x80\x99s supreme masterpieces, and the Lozinski one of the least known in the first place, since it\xe2\x80\x99s a 40-minute documentary that\xe2\x80\x99s been little seen outside its native country and specialist festivals.'"
b'13',b'Will Brooker',b'academic',b'UK',b'Male',b'4ce2b69ac89d8',b'4ce2b69aedb78',b'4ce2b6bfd1ebb',b'4ce2b6a21d217',b'4ce2b6b4a10e2',b'4ce2b6b54abdf',b'4ce2b6b738e6d',b'4ce2b6b8bc241',b'4ce2b77d388c0',b'4ce2b6ba76c85',"b'Rope is more theatrical than Hitchcock\xe2\x80\x99s other great pictures, which explicitly engage with cinema and the camera-eye, but its camera is more subtly clever, an invisible character weaving with cunning choreography around the apartment, like a ghost at the dinner party.\nThe mise-en-scene is so deeply layered, and the script and editing went through so many rewrites and reshuffles, that Blade Runner remains an exceptionally complex, dense and rich film, repaying multiple viewings and intense, forensic examination. Is it messy? Maybe. But humans are messy creatures.\nTouch of Evil\xe2\x80\x99s first shot has more skill, verve, suspense and spectacle than most films offer in their entire running time.\nBreathless is irresistibly fresh, sexy, unpredictable and smart, 50 years on. \nStar Wars is perhaps not a great film in itself, but it\xe2\x80\x99s about great film. It distils the best moments of cinema from its inception until 1977 \xe2\x80\x93 samurai, Westerns, The Wizard of Oz \xe2\x80\x93 and repackages them in a raw, thrilling best-of compendium, a pure hit that a generation would never forget.\nFor all its ugly moments, The Searchers is a beautiful film: epic, grand and moving, like \xe2\x80\x98the turning of the earth\xe2\x80\x99.\nWest Side Story\xe2\x80\x99s opening sequence draws you into its world, and its rules of realism and performance \xe2\x80\x93 a New York where gang members sing their arguments and high-kick down stage avenues in bright costumes against Technicolor skies \xe2\x80\x93 and sells it without question. More powerful, more stirring and dynamic than 50 action films.\nTron is about the videogame culture of its time, and about the future those games and that technology would bring; it opened a window onto the visual spectacle of contemporary CGI and the camera CG-Eye. But it is also about the thrill of \xe2\x80\x98new media\xe2\x80\x99 in a broader sense: its monochrome computer world, with pale-faced, dark-eyed figures, recalls early cinema. \nVertov\xe2\x80\x99s film Man With A Movie Camera is a cut-up love letter from cinema to the city, all cities, any city \xe2\x80\x93 a historical document and a vision of the future, spliced and stuck back together.\nCinema should never forget that it\xe2\x80\x99s inherently a teenage thing. It\xe2\x80\x99s the culture of the drive-in, the date; it\xe2\x80\x99s allowed to be gauche and naive, to try to be cool, to go through stupid fashions and hopeless crushes. The Breakfast Club \xe2\x80\x93 once entirely of its moment \xe2\x80\x93 now seems nostalgic, closer to Rebel Without A Cause than the present day, but it is all the more poignant and painful for the passing of time.'"
b'10',b'Xan Brooks',b'critic',b'UK',b'Male',b'4ce2b69562aa2',b'4ce2b6a712b88',b'4ce2b6a78d5ab',b'4ce2b69415af8',b'4ce2b6b0d7f12',b'4ce2b6b39fc24',b'4ce2b76e98a5c',b'4ce2b6b7bc1b8',b'4ce2b6b824610',b'4ce2b6baf131e',b''
b'221',b'Paul Buck',b'critic',b'UK',b'Male',b'4ce2b6a6e45a7',b'4ce2b7a849007',b'4ce2b6a7a801b',b'4ce2b6a7e0681',b'4ce2b6a83e56d',b'4ce2b83c369b2',b'4ce2b7134b926',b'4ce2b6ad1273e',b'4ce2b6bfecaeb',b'4ce2b6ba49e47',"b'Selecting is a gesture of love, it can be no more. Godard confirms the impossible nature of the activity.'"
b'243',b'No\xc3\xabl Burch',b'critic',b'France / US',b'Male',b'4ce2b6a5d17e3',b'4ce2b6a84f93b',b'4ce2b7f8e002d',b'4ce2b6ab03131',b'4ce2b6f9d7213',b'4ce2b7d12039f',b'4ce2b6b41d658',b'4ce2b6b594796',b'4ce2b6a82d284',b'4ce2b78333cc7',b''
b'984',b'Janez Burger',b'Director',b'Slovenia',b'Male',b'4ce2b8de11268',b'4ce2b72b62c27',b'4ce2b6a90d39d',b'4ce2b895480e3',b'4ce2b6bd29db3',b'4ce2b6a9c2177',b'4ce2b78292f14',b'4ce2b6bb90873',b'4ce2b6b2deaa5',b'4ce2b8af32f27',b''
b'910',b'Charles Burnett',b'Director',b'US',b'Male',b'4ce2b6ae61fec',b'4ce2b6f695fc4',b'4ce2b6a89abef',b'4ce2b6a9781a2',b'4ce2b6b2deaa5',b'4ce2b6b5b6382',b'4ce2b6b1d2959',b'4ce2b6b6dd308',b'1013',b'4ce2b6e9c78a5',b''
b'570',b'Giulio Bursi',b'programmer',b'Italy',b'Male',b'4ce2b8d7131b1',b'1014',b'4ce2b89ddda0b',b'4ce2b71349eb0',b'4ce2b8ced1763',b'4ce2b8818b260',b'1015',b'4ce2b77cb3338',b'4f4b8bf00dfa0',b'4ce2b7833253f',b''
b'644',b'Edward Buscombe',b'critic',b'UK',b'Male',b'4ce2b6a6e45a7',b'4ce2b6a7a801b',b'4ce2b6b39fc24',b'4ce2b6b41d658',b'4ce2b6b461386',b'4ce2b6b54abdf',b'4ce2b6b6036b6',b'4ce2b6b8908e4',b'4ce2b6b94daff',b'4ce2b6bad3a0d',"b'We are all auteurists now, even those who tried to fight against it. So picking ten film titles is for me only a way of picking ten directors. Most of these films could have been substituted by other titles from the director\xe2\x80\x99s oeuvre; thus instead of Psycho, it might have been Vertigo, Rear Window or North by Northwest. In choosing just ten directors, I feel guilt at leaving out so many who have given me so much pleasure: Bu\xc3\xb1uel, Chabrol, Coppola, Cukor, Kubrick, Malick, Minnelli, Wilder. The list could go on and on.\nThere\xe2\x80\x99s one exception that proves the rule; I don\xe2\x80\x99t think Stanley Donen is one of the best ten directors there has ever been. But Singin\xe2\x80\x99 in the Rain is so astonishing that it forced out The Bandwagon or An American in Paris. \nThere are no new films here. The older one gets the less one is buffeted by the winds of fashion; or am I just a stick-in-the-mud? Well, I\xe2\x80\x99ll stand by these titles. Age cannot wither them.'"
b'1109',b'Paul Bush',b'Director',b'UK',b'Male',b'4ce2b69562aa2',b'4ce2b6bfd1ebb',b'4ce2b6e31bcf4',b'4ce2b6af6aedd',b'4ce2b6bb90873',b'4ce2b754db651',b'4ce2b6b54abdf',b'4ce2b6b7271d6',b'4ce2b6b8908e4',b'4ce2b6b9caca4',"b""Maybe I've taken this too seriously at the expense of a more personal choice, but these not only represent different national cinemas - the best, or most striking or most original from each, most of the major genres, landmark films and\xe2\x80\xa6 Well, if I start to say more I remember so many I've left out. Why no Kubrick, for instance? No comedy? No science fiction? Can we do 12 next time?"""
b'635',b'Emilio Bustamante',b'academic',b'Peru',b'Male',b'4ce2b6a44b82c',b'4ce2b6ffc05d8',b'4ce2b8326d012',b'4ce2b6b0ce272',b'4ce2b6bbbab86',b'4ce2b721151ac',b'1005',b'4ce2b6ad684f4',b'4ce2b752105a2',b'4ce2b6b8908e4',"b'Really, who can say: \xe2\x80\x9cThese are the best films?\xe2\x80\x9d They are only my favorites at this moment of my life.'"
b'211',b'Pedro Butcher',b'critic',b'Brazil',b'Male',b'4ce2b6a439bc9',b'4ce2b6f19c7e7',b'4ce2b70696ace',b'4ce2b6b956eeb',b'4ce2b7916e67e',b'4ce2b6b3c5012',b'4ce2b6b48f642',b'4ce2b799d216e',b'4ce2b6b9caca4',b'4ce2b6bb2414d',"b'I like lists. Particularly personal, passionate lists. Some of them helped to shape my taste and encouraged me to seek out for films that, today, I deeply love. So, needless to say, this is a very personal list. Since my first years as a cinephile, my top ten has had many distinct forms (and to be honest, rarely has it been limited to ten titles). This one is a snapshot of a momentum \xe2\x80\x93 and a very tough snapshot, of course, since many beloved films were left behind. That\xe2\x80\x99s life. But I\xe2\x80\x99m sure that all the films in this list moved me like hell.'"
b'691',b'Dave Calhoun',b'critic',b'UK',b'Male',b'4ce2b79314351',b'4ce2b8b17e6c2',b'4ce2b6e31bcf4',b'4ce2b8379038e',b'4ce2b6b1bc4ee',b'4ce2b752105a2',b'4ce2b6b52ac87',b'4ce2b76b0507b',b'4ce2b8678c28a',b'4ce2b6b4e4421',"b'These are simply films I love and want to share. Groundbreaking only in that they broke new ground for me in their own ways. Best only in that they\xe2\x80\x99re some of my favourites. Important only in the way that we\xe2\x80\x99re all a little bit self-important sometimes. Entirely personal, of course. Applying no external logic whatsoever.'"
b'702',b'Dan Callahan',b'critic',b'US',b'Male',b'4ce2b6a44b82c',b'4ce2b6a673516',b'4ce2b6aa93659',b'4ce2b6ab03131',b'4ce2b6a732488',b'4ce2b6f19e816',b'4ce2b6af779a6',b'4ce2b6b50a0d5',b'4ce2b6b7568ee',b'4ce2b6b9caca4',b''
b'832',b'Alejandro G. Calvo',b'critic',b'Spain',b'Male',b'4ce2b7dd57dd9',b'4ce2b7f8e002d',b'4ce2b71208b72',b'4ce2b6ab42667',b'4ce2b6bfecaeb',b'4ce2b6afe44fd',b'4ce2b6b1495b2',b'4ce2b78012316',b'4ce2b8c6b7298',b'4ce2b6b94daff',b''
b'828',b'Alfonso Camacho Cord\xc3\xb3n',b'critic',b'Spain',b'Male',b'4ce2b6a5074d0',b'4ce2b7dd57dd9',b'1016',b'4ce2b72b443d9',b'4ce2b6bbbcb9e',b'4ce2b72865ab6',b'4ce2b7430f407',b'4ce2b6c38c8ea',b'4ce2b88f6380b',b'4ce2b6b5b375e',b''
b'1012',b'Juan Campanella',b'Director',b'Argentina',b'Male',b'4ce2b6bbe7343',b'4ce2b6b4b0e0c',b'4ce2b6b65c69a',b'4ce2b82020179',b'4ce2b6be0bb34',b'4ce2b72fd693f',b'4ce2b6af40043',b'4ce2b6b5c4f6e',b'4ce2b6b6036b6',b'4ce2b6fe2a06a',"b""I will consider the ten films that over the years I fell in love with, that have helped me live and grow old and that not only I don't get tired of seeing but I love to meet again once in a while and introduce to new people. They have stood the test of time in my life. Some that seemed the best, I forgot about. And some of these didn't seem the best the first time I saw them. Like real love, it grows and grows over the years."""
b'598',b'Fred Camper',b'critic; www.fredcamper.com',b'US',b'Male',b'4ce2b6aaeb863',b'4ce2b6edeeb13',b'1017',b'4ce2b6a96dc31',b'50f8858778b62',b'4ce2b72c83cb9',b'4ce2b6b53b38b',b'4ce2b6b75aa51',b'1018',b'4ce2b6b05edb4',"b'Eniaios is made up of 22 sections, which, when printed in their entirity, will run for approximately 80 hours. Since Markopoulos\xe2\x80\x99 death in 1991, his companion and heir, filmmaker Robert Beavers, has been printing it whenever possible, but only a handful of the film\xe2\x80\x99s sections, or \xe2\x80\x98Orders\xe2\x80\x99, have yet been shown. I have seen all of Order II and Order V, and about half of Order III. Any one of them alone would be at the top of my list, so on faith I list the entire film. My inclusion of India is based on the Cin\xc3\xa9math\xc3\xa8que Fran\xc3\xa7aise print I viewed in 1970, which had reasonably good colour. I don\xe2\x80\x99t get much from the recent restoration. If the new print is all that will ever be shown, I would list Rossellini\xe2\x80\x99s The Messiah instead. I constructed my list by first determining my favorite filmmakers, and then limiting myself to one film by each. My criteria have been entirely aesthetic. The focus in such lists on the value of individual films as separated from their makers\xe2\x80\x99 oeuvres is, in my view, more than a little dubious, and is altogether too much of a piece with the object-oriented, consumerist nature of our culture. One gains much more from considering a filmmaker\xe2\x80\x99s output whole, and it is considered this way that, I believe, my choices will make the most sense. Each great filmmaker uses film language in a unique way, and each film helps one learn how to see the others. A major filmmaker\xe2\x80\x99s work also offers a more expansive vision than does any film taken individually. Thus I would prefer that an interested viewer see any ten films by a single filmmaker on my list rather than one by each. Mizoguchi\xe2\x80\x99s Genroku Chushingura, for example, is not necessarily greater, and certainly not more emotionally affecting, than Sansho Dayu, but it has both a uniqueness and a perfection different from that found in his later films, a comparison that only becomes clear when one has seen many. Eniaios is perhaps the most purely cinematic of films. Other arts are major inspirations, to be sure, but the film itself, with its flash frames and solid blacks and whites alternating in amazingly architectural rhythms (I thought, among other things, of classical temple columns separated by sky) can stand for, and in some ways surpass, what is best about the greatest films: a rhythmically pulsating rectangle of light. It attains an all-encompassing hugeness unparalleled in any other film I know. Mizoguchi attains an ineffable spatial perfection, raising to sublimity the weight of human emotion, history and some sense of emptiness. Rossellini\xe2\x80\x99s world-encompassing vision in India is unique in his work. Brakhage\xe2\x80\x99s Egyptian Series attains a level of abstraction beyond even that of his \xe2\x80\x98Romans\xe2\x80\x99 and \xe2\x80\x98Arabics\xe2\x80\x99, shifting clouds of textured light conveying qualities that have no verbal equivalents. L\xe2\x80\x99Argent is a terrifying mechanism, a vision of horrible inevitability, an emptying out that surpasses even other Bresson films. Schwechater, which is only one minute in length, is one of the most perfect, ecstatic and amazingly complex of constructions. Naruse\xe2\x80\x99s late \xe2\x80\x98Scope films are perhaps his greatest, being indescribably moving even while avoiding the emotionalised visual expressions of so many melodramas to instead create an unbiased openness to the world. It is hard to choose a best Hawks \xe2\x80\x93 his visual style seems to grow from the tiniest of character gestures to patterns of space and light that parallel the organicity of bodies in space. While Seven Women is in some ways the greatest Ford, The Sun Shines Bright combines a depth of vision with a perfection of narrative that perfectly matches Ford\xe2\x80\x99s visual evocations of honour, community, memory and loss. As with most of the other films on my list, Robert Breer\xe2\x80\x99s many short masterpieces have yet to receive their proper recognition, but he achieves a cinematic intensity unlike any other filmmaker, combining flicker, color, line and depth paradoxes that underline the artificiality of film space, together with a humour that underlines absurdities. The vision that he achieves is transformative.'"
b'545',b'Henk Camping',b'programmer',b'Netherlands',b'Male',b'4ce2b6bfd1ebb',b'4ce2b71208b72',b'4ce2b6ad1273e',b'4ce2b6ad02e91',b'4ce2b6a21d217',b'4ce2b7fdef9f7',b'4ce2b74e17b2b',b'4ce2b763da3c5',b'4ce2b7d2993a2',b'4ce2b6b81dc84',"b'This is a very personal and random top ten of favourite films, chosen mainly because I prefer cinema to be like poetry (Tarkovski, Sokourov, Tarr, Angelopoulos, Duras, Schroeter) or to be about the love for cinema (Wenders and Vertov) or to be made by Godard.\nI chose Les Enfants du Paradis as a tribute my daughter who I named after the main character in the film played by Arletty: Garance.\nMother of Sokourov was a perfect start to my 1997 visit to Cannes, right after my mother died.'"
b'881',b'Antonio Campos',b'Director',b'US',b'Male',b'4ce2b6b3b75b7',b'4ce2b6bc285f7',b'4ce2b6a7b69f6',b'4ce2b83279e3f',b'4ce2b70696ace',b'4ce2b8d805c90',b'4ce2b6ab42667',b'4ce2b724b7e05',b'4ce2b819b3a94',b'4ce2b6b2deaa5',b''
b'462',b'Jos\xc3\xa9 Mar\xc3\xada Caparr\xc3\xb3s-Lera',b'academic',b'Spain',b'Male',b'4ce2b6a68bd9d',b'4ce2b6ae61fec',b'4ce2b82020179',b'4ce2b6a7a801b',b'4ce2b721151ac',b'4ce2b6bbbae8c',b'4ce2b6aadb03d',b'4ce2b6b2b629c',b'4ce2b6b824610',b'4ce2b6b9caca4',"b'As a former film critic and a Full Professor of Contemporary History and Cinema, in selecting titles I tried to combine a consideration of the impact of these movies and their authors with their usefulness for teaching the history of the contemporary western world in my classes, as well as their success among my students, year after year since 1995. Also, besides my personal preferences, I wanted to focus on classic movies. For that reason, some important filmmakers might be missing. In any case, although not everybody that should be here is here, everybody that is here is it.'"
b'139',b'Rolando Caputo',b'academic',b'Australia',b'Male',b'4ce2b6a931741',b'4ce2b6a6e45a7',b'1005',b'4ce2b71e20ff7',b'4ce2b75bcfecb',b'4ce2b6af779a6',b'4ce2b6b44f002',b'4ce2b6b8908e4',b'4ce2b6b93e9f8',b'4ce2b6b9caca4',b''
b'1086',b'Nae Caranfil',b'Director',b'Romania',b'Male',b'4ce2b6bbe7343',b'4ce2b6b4b0e0c',b'4ce2b6b346033',b'4ce2b6a7a801b',b'4ce2b6bbb8e51',b'4ce2b6ab42667',b'4ce2b6b218cee',b'4ce2b7c5c1618',b'4ce2b6b41d658',b'4ce2b76e98a5c',b''
b'327',b'Martin Tudor Caranfil',b'critic',b'Romania',b'Male',b'4ce2b6b25bb2b',b'4ce2b6bd36795',b'4ce2b6a7a801b',b'4ce2b6aacf4f1',b'4ce2b721151ac',b'4ce2b6ac59a0b',b'4f4b8d17bedb4',b'4ce2b6b6036b6',b'4ce2b6b6466ce',b'4ce2b6bb1c553',"b'Aleksandr Nevski is an audiovisual symphony of great narrative simplicity inspired by folklore.\nThe omnipresence of first-time director Orson Welles (actor, director, co-writer) in Citizen Kane announces the auteur theory and starts the modern history of filmmaking.\nA work of authentic dissidence, a protest against betrayed ideals and police states, for me Kozintsev\xe2\x80\x99s film Gamlet remains the most inspired and the most powerful film version of Hamlet to date.\nThe Grapes of Wrath is the oldest and most accomplished American road movie. The world of the tradition-bound family collapses and another one, yet difficult to define, emerges. \nA complex and experimental work, Hiroshima mon amour is full of emotion and warmth. The film was highly influential both for audiences and for the evolution of filmmaking in general.\nIn Otto e mezzo, Fellini transforms a torturous inspiration block \xe2\x80\x93 maybe real in Fellini\xe2\x80\x99s case \xe2\x80\x93 into a lively, triumphal, self-contained and exuberant work.\nSingin\xe2\x80\x99 in the Rain is an all-singing all-dancing course on the dawn of talking pictures, bursting with Roaring Twenties-inspired gags.\nAn outside and inside journey, Wild Strawberries plunges both into time and the imaginary summary of a life \xe2\x80\x93 it I sshot with breathtaking freedom of style and movement.\nChaplin\xe2\x80\x99s A Woman of Paris is a fascinating experiment of blending comedy and drama that raises the understanding of human weaknesses to Shakespearean altitudes.\nAs for Melancholia, it\xe2\x80\x99s a visual poem of strange and menacing beauty; a one-of-a-kind film that uses serenity to celebrate the end of the world.'"
